check,status,scenario_id,message
unaffected_nominal_power,PASS,LF50_PBO20_F10,Erro máximo em feixes não afetados=0 dB.
realized_fraction,PASS,LF50_PBO20_F10,Erro salvo/observado=9.71e-17; erro de arredondamento=0; máximo de valores distintos por snapshot=1.
snapshots_without_affected_beams,PASS,LF50_PBO20_F10,Snapshots sem feixe afetado: 0.
spectral_efficiency_proxy_formula,PASS,LF50_PBO20_F10,Erro absoluto máximo contra a equação do SHARC=1.78e-15.
structured_csv_exists,PASS,LF50_PBO20_F15,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F15pct_2026-07-28_02\imt_dl_selected_ue_metrics.csv
structured_csv_readable,PASS,LF50_PBO20_F15,Registros lidos: 689089.
required_columns,PASS,LF50_PBO20_F15,As 12 colunas obrigatórias estão presentes.
finite_values,PASS,LF50_PBO20_F15,NaN=0; todos finitos=True.
unique_snapshot_ue_beam,PASS,LF50_PBO20_F15,Registros em chaves duplicadas: 0.
snapshot_count,PASS,LF50_PBO20_F15,Snapshots observados=1000; configurados=1000.
selected_beams_active,PASS,LF50_PBO20_F15,Registros selecionados com beam_active=False: 0.
tx_power_consistency,PASS,LF50_PBO20_F15,Erro máximo PBO=0 dB; erro máximo de potência=3.55e-15 dB.
unaffected_nominal_power,PASS,LF50_PBO20_F15,Erro máximo em feixes não afetados=0 dB.
realized_fraction,PASS,LF50_PBO20_F15,Erro salvo/observado=8.33e-17; erro de arredondamento=0; máximo de valores distintos por snapshot=1.
snapshots_without_affected_beams,PASS,LF50_PBO20_F15,Snapshots sem feixe afetado: 0.
spectral_efficiency_proxy_formula,PASS,LF50_PBO20_F15,Erro absoluto máximo contra a equação do SHARC=1.78e-15.
identical_masks_across_pbo,PASS,campaign,"LF=0.2, fração=5%: máscaras de 5, 10, 15 e 20 dB idênticas."
paired_geometry_and_users,PASS,campaign,"LF=0.2, fração=5%: chaves snapshot_id+ue_id+beam_id coincidem com o baseline."
identical_masks_across_pbo,PASS,campaign,"LF=0.2, fração=10%: máscaras de 5, 10, 15 e 20 dB idênticas."
paired_geometry_and_users,PASS,campaign,"LF=0.2, fração=10%: chaves snapshot_id+ue_id+beam_id coincidem com o baseline."
identical_masks_across_pbo,PASS,campaign,"LF=0.2, fração=15%: máscaras de 5, 10, 15 e 20 dB idênticas."
paired_geometry_and_users,PASS,campaign,"LF=0.2, fração=15%: chaves snapshot_id+ue_id+beam_id coincidem com o baseline."
nested_fraction_masks,PASS,campaign,"LF=0.2, PBO=5 dB: 5% ⊆ 10% ⊆ 15% = True."
nested_fraction_masks,PASS,campaign,"LF=0.2, PBO=10 dB: 5% ⊆ 10% ⊆ 15% = True."
nested_fraction_masks,PASS,campaign,"LF=0.2, PBO=15 dB: 5% ⊆ 10% ⊆ 15% = True."
nested_fraction_masks,PASS,campaign,"LF=0.2, PBO=20 dB: 5% ⊆ 10% ⊆ 15% = True."
identical_masks_across_pbo,PASS,campaign,"LF=0.5, fração=5%: máscaras de 5, 10, 15 e 20 dB idênticas."
paired_geometry_and_users,PASS,campaign,"LF=0.5, fração=5%: chaves snapshot_id+ue_id+beam_id coincidem com o baseline."
identical_masks_across_pbo,PASS,campaign,"LF=0.5, fração=10%: máscaras de 5, 10, 15 e 20 dB idênticas."
paired_geometry_and_users,PASS,campaign,"LF=0.5, fração=10%: chaves snapshot_id+ue_id+beam_id coincidem com o baseline."
identical_masks_across_pbo,PASS,campaign,"LF=0.5, fração=15%: máscaras de 5, 10, 15 e 20 dB idênticas."
paired_geometry_and_users,PASS,campaign,"LF=0.5, fração=15%: chaves snapshot_id+ue_id+beam_id coincidem com o baseline."
nested_fraction_masks,PASS,campaign,"LF=0.5, PBO=5 dB: 5% ⊆ 10% ⊆ 15% = True."
nested_fraction_masks,PASS,campaign,"LF=0.5, PBO=10 dB: 5% ⊆ 10% ⊆ 15% = True."
nested_fraction_masks,PASS,campaign,"LF=0.5, PBO=15 dB: 5% ⊆ 10% ⊆ 15% = True."
nested_fraction_masks,PASS,campaign,"LF=0.5, PBO=20 dB: 5% ⊆ 10% ⊆ 15% = True."
