area,system,altitude_km,fs_height_m,load_factor_pct,mechanism,distance_type,distance_km,azimuth_deg,samples,bootstrap_resamples,bootstrap_seed,inr_20_pct_db,inr_20_pct_ci95_low_db,inr_20_pct_ci95_high_db,inr_20_pct_ci95_half_width_db,protection_margin_db,protection_margin_ci95_low_db,protection_margin_ci95_high_db,classification
SouthAmerica,3,525,40,20,exclusion zone,EZ,0,90,4000,10000,20260727,3.037913,2.696719,3.338181,0.320731,-9.037913,-9.338181,-8.696719,supported non-compliant
SouthAmerica,3,525,40,20,exclusion zone,EZ,10,90,4000,10000,20260727,2.509827,2.170339,2.840748,0.335205,-8.509827,-8.840748,-8.170339,supported non-compliant
SouthAmerica,3,525,40,20,exclusion zone,EZ,20,90,4000,10000,20260727,1.028887,0.769209,1.315851,0.273321,-7.028887,-7.315851,-6.769209,supported non-compliant
SouthAmerica,3,525,40,20,exclusion zone,EZ,30,90,4000,10000,20260727,-0.785194,-1.132060,-0.495010,0.318525,-5.214806,-5.504990,-4.867940,supported non-compliant
SouthAmerica,3,525,40,20,exclusion zone,EZ,40,90,4000,10000,20260727,-3.014226,-3.270468,-2.725822,0.272323,-2.985774,-3.274178,-2.729532,supported non-compliant
SouthAmerica,3,525,40,20,exclusion zone,EZ,50,90,4000,10000,20260727,-6.798576,-7.067983,-6.486712,0.290636,0.798576,0.486712,1.067983,supported compliant
SouthAmerica,3,525,40,20,exclusion zone,EZ,60,90,4000,10000,20260727,-8.575137,-8.640150,-8.509654,0.065248,2.575137,2.509654,2.640150,supported compliant
SouthAmerica,3,525,40,20,exclusion zone,EZ,70,90,4000,10000,20260727,-8.994441,-9.062871,-8.939480,0.061695,2.994441,2.939480,3.062871,supported compliant
SouthAmerica,3,525,40,20,exclusion zone,EZ,80,90,4000,10000,20260727,-9.197206,-9.261917,-9.149260,0.056328,3.197206,3.149260,3.261917,supported compliant
SouthAmerica,3,525,40,20,exclusion zone,EZ,90,90,4000,10000,20260727,-9.552748,-9.595184,-9.498196,0.048494,3.552748,3.498196,3.595184,supported compliant
SouthAmerica,3,525,40,20,exclusion zone,EZ,100,90,4000,10000,20260727,-9.982667,-10.031449,-9.941198,0.045125,3.982667,3.941198,4.031449,supported compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,0,90,4000,10000,20260727,6.277771,6.235460,6.317715,0.041128,-12.277771,-12.317715,-12.235460,supported non-compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,10,90,4000,10000,20260727,6.099738,6.041211,6.164922,0.061855,-12.099738,-12.164922,-12.041211,supported non-compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,20,90,4000,10000,20260727,5.237032,5.106587,5.347605,0.120509,-11.237032,-11.347605,-11.106587,supported non-compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,30,90,4000,10000,20260727,2.891160,2.762231,2.983702,0.110736,-8.891160,-8.983702,-8.762231,supported non-compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,40,90,4000,10000,20260727,0.654771,0.538095,0.728698,0.095301,-6.654771,-6.728698,-6.538095,supported non-compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,50,90,4000,10000,20260727,-2.310465,-2.443757,-2.202392,0.120682,-3.689535,-3.797608,-3.556243,supported non-compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,60,90,4000,10000,20260727,-4.822329,-4.870162,-4.776150,0.047006,-1.177671,-1.223850,-1.129838,supported non-compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,70,90,4000,10000,20260727,-5.315145,-5.346574,-5.280102,0.033236,-0.684855,-0.719898,-0.653426,supported non-compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,80,90,4000,10000,20260727,-5.487484,-5.518849,-5.452508,0.033170,-0.512516,-0.547492,-0.481151,supported non-compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,90,90,4000,10000,20260727,-5.841247,-5.870805,-5.804703,0.033051,-0.158753,-0.195297,-0.129195,supported non-compliant
SouthAmerica,3,525,40,50,exclusion zone,EZ,100,90,4000,10000,20260727,-6.238457,-6.266887,-6.218001,0.024443,0.238457,0.218001,0.266887,supported compliant
