yaml_path,load_factor,pbo_db,requested_fraction,configured_snapshots,nominal_tx_power_dbm,attenuation_factor,sinr_min_db,sinr_max_db,pbo_mode,scenario_id,output_path,metrics_csv_path,actual_snapshots,user_records,unique_ue_ids,metrics_csv_bytes,modified_ns,selected
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO5dB_F15pct_2026-07-28_01\dc_mss_isolado_Sys3_340km_LF50_PBO5dB_F15pct.yaml,0.5,5.0,0.15,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO05_F15,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO5dB_F15pct_2026-07-28_01,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO5dB_F15pct_2026-07-28_01\imt_dl_selected_ue_metrics.csv,1000,689089,1576,77534824,1785265097632227700,True
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F05pct_2026-07-28_01\dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F05pct.yaml,0.5,10.0,0.05,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO10_F05,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F05pct_2026-07-28_01,,0,0,0,0,1785212586995424100,False
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F05pct_2026-07-28_02\dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F05pct.yaml,0.5,10.0,0.05,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO10_F05,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F05pct_2026-07-28_02,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F05pct_2026-07-28_02\imt_dl_selected_ue_metrics.csv,1000,689089,1576,77990731,1785247431689518700,True
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F10pct_2026-07-28_01\dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F10pct.yaml,0.5,10.0,0.1,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO10_F10,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F10pct_2026-07-28_01,,0,0,0,0,1785212587088722600,False
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F10pct_2026-07-28_02\dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F10pct.yaml,0.5,10.0,0.1,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO10_F10,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F10pct_2026-07-28_02,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F10pct_2026-07-28_02\imt_dl_selected_ue_metrics.csv,1000,689089,1576,76421299,1785247482712842500,True
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F15pct_2026-07-28_01\dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F15pct.yaml,0.5,10.0,0.15,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO10_F15,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F15pct_2026-07-28_01,,0,0,0,0,1785212587027066400,False
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F15pct_2026-07-28_02\dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F15pct.yaml,0.5,10.0,0.15,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO10_F15,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F15pct_2026-07-28_02,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO10dB_F15pct_2026-07-28_02\imt_dl_selected_ue_metrics.csv,1000,689089,1576,77745289,1785247558121123500,True
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F05pct_2026-07-28_01\dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F05pct.yaml,0.5,15.0,0.05,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO15_F05,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F05pct_2026-07-28_01,,0,0,0,0,1785212587014016700,False
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F05pct_2026-07-28_02\dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F05pct.yaml,0.5,15.0,0.05,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO15_F05,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F05pct_2026-07-28_02,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F05pct_2026-07-28_02\imt_dl_selected_ue_metrics.csv,1000,689089,1576,78316855,1785247418113551200,True
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F10pct_2026-07-28_01\dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F10pct.yaml,0.5,15.0,0.1,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO15_F10,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F10pct_2026-07-28_01,,0,0,0,0,1785212586907668000,False
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F10pct_2026-07-28_02\dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F10pct.yaml,0.5,15.0,0.1,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO15_F10,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F10pct_2026-07-28_02,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F10pct_2026-07-28_02\imt_dl_selected_ue_metrics.csv,1000,689089,1576,77088465,1785247491921798400,True
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F15pct_2026-07-28_01\dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F15pct.yaml,0.5,15.0,0.15,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO15_F15,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F15pct_2026-07-28_01,,0,0,0,0,1785212587268244200,False
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F15pct_2026-07-28_02\dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F15pct.yaml,0.5,15.0,0.15,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO15_F15,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F15pct_2026-07-28_02,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO15dB_F15pct_2026-07-28_02\imt_dl_selected_ue_metrics.csv,1000,689089,1576,78756744,1785247514701743800,True
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F05pct_2026-07-28_01\dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F05pct.yaml,0.5,20.0,0.05,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO20_F05,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F05pct_2026-07-28_01,,0,0,0,0,1785212587238665700,False
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F05pct_2026-07-28_02\dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F05pct.yaml,0.5,20.0,0.05,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO20_F05,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F05pct_2026-07-28_02,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F05pct_2026-07-28_02\imt_dl_selected_ue_metrics.csv,1000,689089,1576,78118350,1785247548599350100,True
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F10pct_2026-07-28_01\dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F10pct.yaml,0.5,20.0,0.1,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO20_F10,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F10pct_2026-07-28_01,,0,0,0,0,1785212587072184200,False
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F10pct_2026-07-28_02\dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F10pct.yaml,0.5,20.0,0.1,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO20_F10,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F10pct_2026-07-28_02,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F10pct_2026-07-28_02\imt_dl_selected_ue_metrics.csv,1000,689089,1576,76688233,1785247402196173400,True
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F15pct_2026-07-28_01\dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F15pct.yaml,0.5,20.0,0.15,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO20_F15,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F15pct_2026-07-28_01,,0,0,0,0,1785212586923696700,False
C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F15pct_2026-07-28_02\dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F15pct.yaml,0.5,20.0,0.15,1000,42.8,0.8,-10.0,30.0,ACTIVE_FRACTION,LF50_PBO20_F15,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F15pct_2026-07-28_02,C:\GitHub\SHARC\sharc\campaigns\03_DC_MSS_ISOLADO\output\output_dc_mss_isolado_Sys3_340km_LF50_PBO20dB_F15pct_2026-07-28_02\imt_dl_selected_ue_metrics.csv,1000,689089,1576,78147747,1785247492123006000,True
